cycSecs,cycMps,cycGrade,cycRoadType
968,6.111111111,0,0
969,6.416666667,0,0
970,7.194444444,0,0
971,7.888888889,0,0
972,8.277777778,0,0
973,8.916666667,0,0
974,9.444444444,0,0
975,9.944444444,0,0
976,10.5,0,0
977,10.88888889,0,0
978,11.27777778,0,0
979,11.5,0,0
980,11.61111111,0,0
981,12.22222222,0,0
982,13.44444444,0,0
983,14.02777778,0,0
984,14.22222222,0,0
985,14.55555556,0,0
986,14.83333333,0,0
987,15.08333333,0,0
988,15.72222222,0,0
989,16.19444444,0,0
990,16.58333333,0,0
991,17.11111111,0,0
992,17.44444444,0,0
993,17.41666667,0,0
994,17.55555556,0,0
995,17.75,0,0
996,17.75,0,0
997,17.72222222,0,0
998,17.72222222,0,0
999,17.69444444,0,0
1000,17.72222222,0,0
1001,17.33333333,0,0
1002,17.08333333,0,0
1003,16.80555556,0,0
1004,16.61111111,0,0
1005,16.38888889,0,0
1006,16.47222222,0,0
1007,16.47222222,0,0
1008,16.38888889,0,0
1009,16.33333333,0,0
1010,15.77777778,0,0
1011,15.52777778,0,0
1012,15.27777778,0,0
1013,15.16666667,0,0
1014,15.05555556,0,0
1015,14.80555556,0,0
1016,14.25,0,0
1017,13.88888889,0,0
1018,13.19444444,0,0
1019,12.5,0,0
1020,11.77777778,0,0
1021,11.33333333,0,0
1022,11.44444444,0,0
1023,11.72222222,0,0
1024,12.05555556,0,0
1025,12.08333333,0,0
1026,12.55555556,0,0
1027,12.75,0,0
1028,13.08333333,0,0
1029,13.33333333,0,0
1030,13.19444444,0,0
1031,13.41666667,0,0
1032,13.88888889,0,0
1033,14.22222222,0,0
1034,14.58333333,0,0
1035,14.94444444,0,0
1036,15.13888889,0,0
1037,15.27777778,0,0
1038,16.13888889,0,0
1039,16.33333333,0,0
1040,16.58333333,0,0
1041,16.83333333,0,0
1042,17.05555556,0,0
1043,17.55555556,0,0
1044,17.88888889,0,0
1045,18.05555556,0,0
1046,18.08333333,0,0
1047,18.22222222,0,0
1048,18.36111111,0,0
1049,18.75,0,0
1050,19,0,0
1051,19.22222222,0,0
1052,19.47222222,0,0
1053,19.58333333,0,0
1054,19.61111111,0,0
1055,19.72222222,0,0
1056,19.77777778,0,0
1057,19.61111111,0,0
1058,19.41666667,0,0
1059,19.52777778,0,0
1060,19.41666667,0,0
1061,19.33333333,0,0
1062,18.61111111,0,0
1063,18.30555556,0,0
1064,18,0,0
1065,17.86111111,0,0
1066,17.75,0,0
1067,17.55555556,0,0
1068,17.27777778,0,0
1069,17.13888889,0,0
1070,17.13888889,0,0
1071,17.02777778,0,0
1072,16.52777778,0,0
1073,16.25,0,0
1074,15.97222222,0,0
1075,15.58333333,0,0
1076,15.22222222,0,0
1077,14.88888889,0,0
1078,14.5,0,0
1079,14.16666667,0,0
1080,13.91666667,0,0
1081,13.72222222,0,0
1082,13.63888889,0,0
1083,14.05555556,0,0
1084,14.16666667,0,0
1085,14.05555556,0,0
1086,13.88888889,0,0
1087,13.66666667,0,0
1088,13.5,0,0
1089,13.47222222,0,0
1090,13.44444444,0,0
1091,13.44444444,0,0
1092,13.55555556,0,0
1093,13.75,0,0
1094,13.94444444,0,0
1095,13.94444444,0,0
1096,14,0,0
1097,14.36111111,0,0
1098,14.69444444,0,0
1099,15,0,0
1100,15.25,0,0
1101,15.27777778,0,0
1102,15.55555556,0,0
1103,15.61111111,0,0
1104,16.19444444,0,0
1105,16.41666667,0,0
1106,16.58333333,0,0
1107,16.58333333,0,0
1108,16.61111111,0,0
1109,16.69444444,0,0
1110,15.11111111,0,0
1111,15.13888889,0,0
1112,15.16666667,0,0
1113,15.47222222,0,0
1114,15.58333333,0,0
1115,16.27777778,0,0
1116,16.25,0,0
1117,16.16666667,0,0
1118,16.19444444,0,0
1119,16.13888889,0,0
1120,16.25,0,0
1121,16.11111111,0,0
1122,14.5,0,0
1123,13.80555556,0,0
1124,13.36111111,0,0
1125,12.08333333,0,0
1126,10.41666667,0,0
1127,9.388888889,0,0
1128,8.111111111,0,0
1129,7.305555556,0,0
1130,7.861111111,0,0
1131,8.444444444,0,0
1132,8.666666667,0,0
1133,8.888888889,0,0
1134,9.555555556,0,0
1135,9.944444444,0,0
1136,10.36111111,0,0
1137,10.25,0,0
1138,9.666666667,0,0
1139,9.277777778,0,0
1140,8.888888889,0,0
1141,7.944444444,0,0
1142,6.972222222,0,0
1143,6.25,0,0
1144,5.944444444,0,0
1145,5.416666667,0,0
1146,4.638888889,0,0
1147,3.75,0,0
1148,3.611111111,0,0
1149,4.5,0,0
1150,5.694444444,0,0
1151,7.055555556,0,0
1152,8.083333333,0,0
1153,9.055555556,0,0
1154,9.527777778,0,0
1155,9.916666667,0,0
1156,10.86111111,0,0
1157,11.88888889,0,0
1158,12.91666667,0,0
1159,13.69444444,0,0
1160,14.38888889,0,0
1161,14.47222222,0,0
1162,14.61111111,0,0
1163,15.05555556,0,0
1164,15.19444444,0,0
1165,16.11111111,0,0
1166,16.58333333,0,0
1167,16.55555556,0,0
1168,16.52777778,0,0
1169,16.36111111,0,0
1170,16.05555556,0,0
1171,16.02777778,0,0
1172,15.69444444,0,0
1173,15.63888889,0,0
1174,15.5,0,0
1175,15.44444444,0,0
1176,15.13888889,0,0
1177,15,0,0
1178,14.77777778,0,0
1179,14.80555556,0,0
1180,14.80555556,0,0
1181,14.75,0,0
1182,14.55555556,0,0
1183,14.5,0,0
1184,14.22222222,0,0
1185,13.55555556,0,0
1186,12.83333333,0,0
1187,12.41666667,0,0
1188,12,0,0
1189,11.25,0,0
1190,10.52777778,0,0
1191,9.833333333,0,0
1192,9.444444444,0,0
1193,9.277777778,0,0
1194,8.777777778,0,0
1195,8.75,0,0
1196,9.111111111,0,0
1197,9.194444444,0,0
1198,9.527777778,0,0
1199,9.75,0,0
1200,9.611111111,0,0
1201,8.527777778,0,0
1202,7.194444444,0,0
1203,5.916666667,0,0
1204,4.833333333,0,0
1205,3.888888889,0,0
1206,3.527777778,0,0
1207,3.222222222,0,0
1208,2.888888889,0,0
1209,2.638888889,0,0
1210,2.555555556,0,0
1211,2.444444444,0,0
1212,2.5,0,0
1213,2.472222222,0,0
1214,2.527777778,0,0
1215,2.444444444,0,0
1216,2.5,0,0
1217,2.472222222,0,0
1218,2.444444444,0,0
1219,2.472222222,0,0
1220,2.555555556,0,0
1221,2.527777778,0,0
1222,2.166666667,0,0
1223,2.416666667,0,0
1224,2.555555556,0,0
1225,2.583333333,0,0
1226,2.638888889,0,0
1227,2.5,0,0
1228,2.555555556,0,0
1229,2.638888889,0,0
1230,2.583333333,0,0
1231,2.527777778,0,0
1232,2.472222222,0,0
1233,2.583333333,0,0
1234,2.611111111,0,0
1235,2.583333333,0,0
1236,2.694444444,0,0
1237,2.805555556,0,0
1238,2.861111111,0,0
1239,3.472222222,0,0
1240,4.333333333,0,0
1241,4.805555556,0,0
1242,5.083333333,0,0
1243,6,0,0
1244,6.805555556,0,0
1245,7.361111111,0,0
1246,7.555555556,0,0
1247,7.638888889,0,0
1248,7.611111111,0,0
1249,7.388888889,0,0
1250,6.361111111,0,0
1251,5.194444444,0,0
1252,4.333333333,0,0
1253,4.194444444,0,0
1254,5.083333333,0,0
1255,5.888888889,0,0
1256,6.583333333,0,0
1257,6.944444444,0,0
1258,7.722222222,0,0
1259,8.583333333,0,0
1260,9.361111111,0,0
1261,10.05555556,0,0
